ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12842387,JF402579,09/17/2022 02:00:00 AM,043XX S DREXEL BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,221,2.0,4.0,39.0,07,1182922.0,1876422.0,2022,01/03/2023 03:40:27 PM,41.816106317,-87.604515224,"(41.816106317, -87.604515224)"
12928694,JF517232,10/27/2022 07:00:00 AM,063XX S STEWART AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,722,7.0,20.0,68.0,08B,1174715.0,1862826.0,2022,01/21/2023 03:41:33 PM,41.778984586,-87.635025125,"(41.778984586, -87.635025125)"
12637036,JF167583,03/08/2022 12:00:00 PM,026XX W EVERGREEN AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,False,True,1423,14.0,26.0,24.0,04B,1158622.0,1908879.0,2022,01/03/2023 03:40:27 PM,41.905702658,-87.692764485,"(41.905702658, -87.692764485)"
12723801,JF272424,06/08/2022 05:15:00 PM,010XX W ADDISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,1923,19.0,44.0,6.0,11,1168634.0,1924088.0,2022,01/03/2023 03:40:27 PM,41.947225886,-87.655545441,"(41.947225886, -87.655545441)"
12771328,JF329524,04/22/2022 09:00:00 AM,006XX N ST CLAIR ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING / GROUNDS,False,False,1834,18.0,42.0,8.0,11,1177716.0,1904963.0,2022,01/03/2023 03:40:27 PM,41.894544296,-87.622745318,"(41.894544296, -87.622745318)"
12890540,JF471854,01/01/2022 09:44:00 PM,027XX W CHASE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2411,24.0,50.0,2.0,08B,1156789.0,1948299.0,2022,01/03/2023 03:40:27 PM,42.01391083,-87.698424851,"(42.01391083, -87.698424851)"
12644769,JF176829,03/16/2022 12:00:00 AM,008XX E 80TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,631,6.0,8.0,44.0,14,1183422.0,1852145.0,2022,01/03/2023 03:40:27 PM,41.749476414,-87.603437072,"(41.749476414, -87.603437072)"
12920577,JF507741,12/12/2022 01:10:00 PM,008XX N DRAKE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1121,11.0,27.0,23.0,15,1152565.0,1905273.0,2022,01/03/2023 03:40:27 PM,41.895929411,-87.71510952,"(41.895929411, -87.71510952)"
12741444,JF293629,06/21/2022 10:00:00 PM,009XX W MARGATE TER,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,RESIDENCE,False,False,2024,20.0,48.0,3.0,07,1169250.0,1933286.0,2022,01/03/2023 03:40:27 PM,41.97245212,-87.653012782,"(41.97245212, -87.653012782)"
12671322,JF208519,04/15/2022 08:50:00 AM,015XX W 82ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,614,6.0,21.0,71.0,08B,1167632.0,1850357.0,2022,01/03/2023 03:40:27 PM,41.744922892,-87.66134911,"(41.744922892, -87.66134911)"
12916561,JF503062,12/08/2022 03:00:00 PM,049XX N SPRINGFIELD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,1712,17.0,39.0,14.0,08A,1149499.0,1932374.0,2022,01/03/2023 03:40:27 PM,41.970356955,-87.72566488,"(41.970356955, -87.72566488)"
12785643,JF346786,08/06/2022 01:30:00 PM,116XX S HALSTED ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,524,5.0,34.0,53.0,07,1173071.0,1827837.0,2022,01/03/2023 03:40:27 PM,41.683006458,-87.642082309,"(41.683006458, -87.642082309)"
12648055,JF180822,03/20/2022 09:25:00 PM,029XX W 25TH PL,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE,True,False,1033,10.0,12.0,30.0,15,1157153.0,1886939.0,2022,01/03/2023 03:40:27 PM,41.845527098,-87.698756503,"(41.845527098, -87.698756503)"
12811492,JF375906,08/30/2022 09:43:00 AM,003XX E 51ST ST,0460,BATTERY,SIMPLE,STREET,False,False,231,2.0,3.0,40.0,08B,1179114.0,1871273.0,2022,01/03/2023 03:40:27 PM,41.802064797,-87.618640688,"(41.802064797, -87.618640688)"
12754042,JF309122,06/01/2022 12:00:00 AM,081XX S COLES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,422,4.0,7.0,46.0,08B,1198237.0,1851494.0,2022,01/03/2023 03:40:27 PM,41.747332328,-87.549171709,"(41.747332328, -87.549171709)"
12690095,JF231277,05/05/2022 02:30:00 PM,028XX W 21ST PL,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,1023,10.0,12.0,30.0,08B,1157731.0,1889593.0,2022,01/03/2023 03:40:27 PM,41.852798229,-87.69656307,"(41.852798229, -87.69656307)"
12767901,JF325744,07/21/2022 08:45:00 AM,039XX W BELDEN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2525,25.0,35.0,22.0,06,1149752.0,1914999.0,2022,01/03/2023 03:40:27 PM,41.922673655,-87.725187881,"(41.922673655, -87.725187881)"
12753101,JF307355,07/02/2022 10:35:00 PM,004XX N CITY FRONT PLAZA DR,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1834,18.0,42.0,8.0,11,1178044.0,1903358.0,2022,01/03/2023 03:40:27 PM,41.890132638,-87.621589582,"(41.890132638, -87.621589582)"
12594708,JF115571,01/17/2022 01:06:00 PM,083XX S STONY ISLAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,412,4.0,8.0,45.0,15,1188256.0,1850062.0,2022,01/03/2023 03:40:27 PM,41.743646568,-87.585789887,"(41.743646568, -87.585789887)"
12723187,JF271575,06/08/2022 03:00:00 AM,058XX S JUSTINE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,713,7.0,16.0,67.0,11,1167012.0,1865820.0,2022,01/03/2023 03:40:27 PM,41.787368676,-87.663179444,"(41.787368676, -87.663179444)"
12807183,JF372289,08/25/2022 08:10:00 PM,024XX S WHIPPLE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,1033,10.0,12.0,30.0,14,1156415.0,1887624.0,2022,01/03/2023 03:40:27 PM,41.847421749,-87.701446404,"(41.847421749, -87.701446404)"
12778885,JF338895,07/29/2022 12:45:00 AM,026XX W HIRSCH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,1423,14.0,26.0,24.0,11,1158336.0,1909205.0,2022,01/03/2023 03:40:27 PM,41.906603085,-87.693806136,"(41.906603085, -87.693806136)"
12845589,JF418192,10/01/2022 01:56:00 AM,087XX S STATE ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,632,6.0,9.0,44.0,03,1177810.0,1847135.0,2022,01/03/2023 03:40:27 PM,41.735857166,-87.624152861,"(41.735857166, -87.624152861)"
12815288,JF381798,09/02/2022 11:15:00 AM,005XX E 33RD ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,211,2.0,4.0,35.0,08A,1180360.0,1883173.0,2022,01/03/2023 03:40:27 PM,41.834690813,-87.613705645,"(41.834690813, -87.613705645)"
12907341,JF492161,11/29/2022 03:30:00 PM,051XX W PATTERSON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,1634,16.0,30.0,15.0,05,1141512.0,1923784.0,2022,01/03/2023 03:40:27 PM,41.946936935,-87.755246994,"(41.946936935, -87.755246994)"
12831957,JF401776,09/18/2022 08:30:00 PM,059XX W SUPERIOR ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1511,15.0,29.0,25.0,07,1136794.0,1904397.0,2022,01/03/2023 03:40:27 PM,41.893822788,-87.773054865,"(41.893822788, -87.773054865)"
12746684,JF294702,06/26/2022 01:30:00 PM,014XX N LUIS MUNOZ MARIN DR E,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,PARK PROPERTY,False,False,1423,14.0,26.0,24.0,04B,1157309.0,1909352.0,2022,01/03/2023 03:40:27 PM,41.907027414,-87.697574725,"(41.907027414, -87.697574725)"
12837426,JF408343,09/23/2022 11:29:00 PM,031XX W CHICAGO AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,False,False,1221,12.0,27.0,23.0,26,1155074.0,1905156.0,2022,01/03/2023 03:40:27 PM,41.895558372,-87.705897593,"(41.895558372, -87.705897593)"
12935224,JF525647,12/28/2022 05:52:00 PM,003XX E SOUTH WATER ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,114,1.0,42.0,32.0,08B,1178979.0,1902046.0,2022,01/04/2023 03:41:19 PM,41.886511115,-87.618196037,"(41.886511115, -87.618196037)"
12864071,JF439845,10/18/2022 08:38:00 PM,0000X W TERMINAL ST,0560,ASSAULT,SIMPLE,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,False,False,1655,16.0,41.0,76.0,08A,1104700.0,1933741.0,2022,01/03/2023 03:40:27 PM,41.974861952,-87.890372151,"(41.974861952, -87.890372151)"
12784991,JF345935,08/05/2022 09:40:00 PM,006XX W 63RD ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,True,False,711,7.0,16.0,68.0,18,1173047.0,1863112.0,2022,01/03/2023 03:40:27 PM,41.779806409,-87.641131698,"(41.779806409, -87.641131698)"
12880480,JF458769,11/02/2022 03:40:00 AM,079XX S SAGINAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,422,4.0,7.0,46.0,08B,1195225.0,1852886.0,2022,01/03/2023 03:40:27 PM,41.75122688,-87.560162461,"(41.75122688, -87.560162461)"
12627992,JF156557,02/26/2022 03:00:00 AM,046XX S WOOD ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,False,924,9.0,15.0,61.0,02,1165128.0,1873876.0,2022,01/03/2023 03:40:27 PM,41.809515401,-87.669859282,"(41.809515401, -87.669859282)"
12814433,JF380901,09/02/2022 07:00:00 PM,037XX S WELLS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,915,9.0,3.0,34.0,14,1175247.0,1880357.0,2022,01/03/2023 03:40:27 PM,41.827079483,-87.63255077,"(41.827079483, -87.63255077)"
12612695,JF137180,01/31/2022 01:46:00 PM,052XX S CALUMET AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,False,True,231,2.0,3.0,40.0,17,1179370.0,1870435.0,2022,01/03/2023 03:40:27 PM,41.799759406,-87.617727427,"(41.799759406, -87.617727427)"
12657482,JF187245,03/17/2022 09:00:00 AM,005XX W HURON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1831,18.0,42.0,8.0,11,1172430.0,1904974.0,2022,01/03/2023 03:40:27 PM,41.894692971,-87.642158743,"(41.894692971, -87.642158743)"
12865051,JF441411,10/20/2022 04:15:00 AM,122XX S WENTWORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,523,5.0,9.0,53.0,07,1177146.0,1823844.0,2022,01/03/2023 03:40:27 PM,41.67195836,-87.627285077,"(41.67195836, -87.627285077)"
12825329,JF393833,09/12/2022 11:00:00 PM,029XX W LAKE ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1222,12.0,27.0,27.0,06,1156711.0,1900997.0,2022,01/03/2023 03:40:27 PM,41.88411268,-87.699997997,"(41.88411268, -87.699997997)"
12888213,JF469120,11/10/2022 07:00:00 AM,085XX S THROOP ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,613,6.0,21.0,71.0,07,1169151.0,1848106.0,2022,01/03/2023 03:40:27 PM,41.738713146,-87.655848201,"(41.738713146, -87.655848201)"
12920790,JF508017,12/11/2022 07:00:00 PM,014XX N MAYFIELD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,2531,25.0,29.0,25.0,05,1136760.0,1908875.0,2022,01/03/2023 03:40:27 PM,41.906111588,-87.773072333,"(41.906111588, -87.773072333)"
12759349,JF315448,07/12/2022 09:35:00 PM,047XX S PAULINA ST,0460,BATTERY,SIMPLE,APARTMENT,False,False,931,9.0,20.0,61.0,08B,1165810.0,1873253.0,2022,01/03/2023 03:40:27 PM,41.807791343,-87.667375525,"(41.807791343, -87.667375525)"
12875813,JF454321,10/27/2022 08:00:00 PM,002XX N WABASH AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,SIDEWALK,False,True,111,1.0,42.0,32.0,26,1176773.0,1901888.0,2022,01/03/2023 03:40:27 PM,41.886127716,-87.626301698,"(41.886127716, -87.626301698)"
12732665,JF281914,06/15/2022 09:00:00 PM,062XX S UNIVERSITY AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,314,3.0,20.0,42.0,08B,1184846.0,1863880.0,2022,01/03/2023 03:40:27 PM,41.781645093,-87.597851327,"(41.781645093, -87.597851327)"
12924697,JF512662,12/12/2022 12:00:00 AM,008XX E 95TH ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,RESIDENCE,False,False,413,4.0,8.0,47.0,07,1183669.0,1842154.0,2022,01/03/2023 03:40:27 PM,41.722054243,-87.602842715,"(41.722054243, -87.602842715)"
12766895,JF324645,07/20/2022 09:00:00 AM,050XX S ELLIS AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,222,2.0,4.0,39.0,06,1183763.0,1871703.0,2022,01/03/2023 03:40:27 PM,41.803137411,-87.60157769,"(41.803137411, -87.60157769)"
12775789,JF335323,07/28/2022 03:15:00 PM,004XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,False,False,1831,18.0,42.0,8.0,11,1175457.0,1903385.0,2022,01/03/2023 03:40:27 PM,41.890265219,-87.631089305,"(41.890265219, -87.631089305)"
12759969,JF316283,07/13/2022 02:10:00 PM,019XX E 73RD PL,0810,THEFT,OVER $500,APARTMENT,False,True,333,3.0,7.0,43.0,06,1190612.0,1856624.0,2022,01/03/2023 03:40:27 PM,41.761596782,-87.57694609,"(41.761596782, -87.57694609)"
12665880,JF202005,04/08/2022 08:27:00 PM,039XX N CALIFORNIA AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,1733,17.0,33.0,16.0,26,1157016.0,1925960.0,2022,01/03/2023 03:40:27 PM,41.952606935,-87.698199113,"(41.952606935, -87.698199113)"
12862662,JF438695,10/18/2022 02:25:00 AM,124XX S EMERALD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,523,5.0,34.0,53.0,14,1173577.0,1822459.0,2022,01/03/2023 03:40:27 PM,41.668237195,-87.640388354,"(41.668237195, -87.640388354)"
12915232,JF493181,11/30/2022 02:40:00 PM,013XX S LAWNDALE AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1011,10.0,24.0,29.0,08B,1151918.0,1893645.0,2022,01/03/2023 03:40:27 PM,41.864033702,-87.717792133,"(41.864033702, -87.717792133)"
12810212,JF375765,08/30/2022 07:45:00 AM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2422,24.0,49.0,1.0,06,1163126.0,1950347.0,2022,01/03/2023 03:40:27 PM,42.019399237,-87.675049485,"(42.019399237, -87.675049485)"
12824502,JF392663,09/10/2022 04:30:00 PM,024XX S TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1033,10.0,12.0,30.0,14,1155749.0,1887574.0,2022,01/03/2023 03:40:27 PM,41.847297964,-87.703891987,"(41.847297964, -87.703891987)"
12745677,JF298659,06/29/2022 01:00:00 PM,110XX S DOTY AVE W,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,513,5.0,9.0,50.0,08B,1184809.0,1831653.0,2022,01/03/2023 03:40:27 PM,41.693211591,-87.598995121,"(41.693211591, -87.598995121)"
12640021,JF171194,03/12/2022 05:00:00 AM,017XX W ARMITAGE AVE,0460,BATTERY,SIMPLE,GAS STATION,True,False,1432,14.0,32.0,22.0,08B,1164191.0,1913352.0,2022,01/03/2023 03:40:27 PM,41.917860934,-87.672180977,"(41.917860934, -87.672180977)"
12842835,JF414724,09/28/2022 11:28:00 PM,030XX W CHICAGO AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,1211,12.0,27.0,23.0,04B,1156062.0,1905176.0,2022,01/03/2023 03:40:27 PM,41.89559337,-87.702268345,"(41.89559337, -87.702268345)"
12640049,JF170168,03/10/2022 09:00:00 PM,030XX S LYMAN ST,0810,THEFT,OVER $500,STREET,False,False,913,9.0,11.0,60.0,06,1167998.0,1884363.0,2022,01/03/2023 03:40:27 PM,41.838231521,-87.659030723,"(41.838231521, -87.659030723)"
12870338,JF447334,10/21/2022 05:35:00 PM,005XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1834,18.0,42.0,8.0,06,1177342.0,1903838.0,2022,01/03/2023 03:40:27 PM,41.891465732,-87.624153044,"(41.891465732, -87.624153044)"
12799744,JF363412,08/20/2022 04:50:00 AM,022XX W HOWARD ST,031B,ROBBERY,ARMED - OTHER FIREARM,STREET,False,False,2411,24.0,49.0,2.0,03,1160390.0,1950360.0,2022,01/03/2023 03:40:27 PM,42.019492209,-87.685117283,"(42.019492209, -87.685117283)"
12711006,JF256844,05/26/2022 07:00:00 PM,013XX S TROY ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE - YARD (FRONT / BACK),True,False,1022,10.0,24.0,29.0,15,1155573.0,1893661.0,2022,01/03/2023 03:40:27 PM,41.864004911,-87.704374273,"(41.864004911, -87.704374273)"
12857522,JF432364,10/12/2022 08:00:00 PM,063XX S GREEN ST,0560,ASSAULT,SIMPLE,APARTMENT,False,True,723,7.0,16.0,68.0,08A,1171725.0,1862706.0,2022,01/03/2023 03:40:27 PM,41.778721398,-87.645990213,"(41.778721398, -87.645990213)"
12892143,JF473748,11/14/2022 12:30:00 AM,022XX N CLYBOURN AVE,0610,BURGLARY,FORCIBLE ENTRY,CAR WASH,False,False,1811,18.0,2.0,7.0,05,1165778.0,1915229.0,2022,01/03/2023 03:40:27 PM,41.922977814,-87.666296645,"(41.922977814, -87.666296645)"
12843966,JF415253,07/27/2022 12:00:00 AM,059XX N NORTHWEST HWY,3960,INTIMIDATION,INTIMIDATION,VEHICLE NON-COMMERCIAL,False,False,1611,16.0,41.0,10.0,08A,1131378.0,1938843.0,2022,01/03/2023 03:40:27 PM,41.988441868,-87.792147712,"(41.988441868, -87.792147712)"
12654060,JF187749,03/26/2022 11:00:00 PM,001XX N HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1224,12.0,27.0,28.0,14,1164709.0,1901262.0,2022,01/03/2023 03:40:27 PM,41.884674133,-87.670620965,"(41.884674133, -87.670620965)"
12788556,JF350274,08/09/2022 10:50:00 AM,002XX N LATROBE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,False,False,1523,15.0,28.0,25.0,15,1141337.0,1901138.0,2022,01/03/2023 03:40:27 PM,41.884797076,-87.756450166,"(41.884797076, -87.756450166)"
12821295,JF388839,09/09/2022 01:21:00 AM,010XX W 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,COMMERCIAL / BUSINESS OFFICE,True,False,2222,22.0,21.0,71.0,14,1171001.0,1847130.0,2022,01/03/2023 03:40:27 PM,41.735994703,-87.649098615,"(41.735994703, -87.649098615)"
12827564,JF396503,09/15/2022 12:04:00 AM,024XX W CHICAGO AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,DRUG STORE,False,False,1221,12.0,26.0,24.0,04A,1160005.0,1905256.0,2022,01/03/2023 03:40:27 PM,41.895732399,-87.687784384,"(41.895732399, -87.687784384)"
12803761,JF368180,08/23/2022 08:00:00 PM,108XX S ST LOUIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,False,False,2211,22.0,19.0,74.0,07,1154932.0,1832578.0,2022,01/03/2023 03:40:27 PM,41.696396878,-87.708357092,"(41.696396878, -87.708357092)"
12907034,JF491847,11/07/2022 12:00:00 PM,005XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,124,1.0,11.0,28.0,06,1173209.0,1894980.0,2022,01/03/2023 03:40:27 PM,41.867251542,-87.639594427,"(41.867251542, -87.639594427)"
12930074,JF519339,12/21/2022 09:30:00 PM,092XX S ELIZABETH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2222,22.0,21.0,73.0,14,1169616.0,1843480.0,2022,01/03/2023 03:40:27 PM,41.726008681,-87.654278253,"(41.726008681, -87.654278253)"
12851154,JF424390,10/06/2022 12:40:00 PM,050XX W BERTEAU AVE,0810,THEFT,OVER $500,STREET,False,False,1624,16.0,45.0,15.0,06,,,2022,10/13/2022 03:42:16 PM,,,
12711336,JF257172,05/27/2022 12:30:00 AM,001XX E MARQUETTE RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,322,3.0,6.0,69.0,07,1178553.0,1860628.0,2022,01/03/2023 03:40:27 PM,41.77286666,-87.62102152,"(41.77286666, -87.62102152)"
12827371,JF395244,09/12/2022 10:00:00 PM,027XX N PINE GROVE AVE,0810,THEFT,OVER $500,STREET,False,False,1935,19.0,43.0,7.0,06,1172680.0,1918514.0,2022,01/03/2023 03:40:27 PM,41.931841867,-87.640839061,"(41.931841867, -87.640839061)"
12781591,JF342028,08/02/2022 08:53:00 PM,008XX N AUSTIN BLVD,0820,THEFT,$500 AND UNDER,CTA BUS,False,False,1511,15.0,29.0,25.0,06,1136224.0,1904800.0,2022,01/03/2023 03:40:27 PM,41.894938867,-87.775138691,"(41.894938867, -87.775138691)"
12770960,JF329636,07/23/2022 11:00:00 AM,052XX W MONROE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - YARD (FRONT / BACK),False,False,1522,15.0,29.0,25.0,14,1141493.0,1899160.0,2022,01/03/2023 03:40:27 PM,41.879366317,-87.755926173,"(41.879366317, -87.755926173)"
12678141,JF216805,04/22/2022 10:00:00 PM,072XX S PHILLIPS AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,334,3.0,7.0,43.0,06,1193710.0,1857524.0,2022,01/03/2023 03:40:27 PM,41.763991137,-87.565562395,"(41.763991137, -87.565562395)"
12662220,JF197719,04/05/2022 08:00:00 AM,057XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,715,7.0,16.0,67.0,08B,1165991.0,1866628.0,2022,01/03/2023 03:40:27 PM,41.789607705,-87.66690005,"(41.789607705, -87.66690005)"
12843918,JF415951,09/29/2022 11:49:00 PM,079XX S VINCENNES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,621,6.0,17.0,44.0,14,1174998.0,1852438.0,2022,01/03/2023 03:40:27 PM,41.750472394,-87.634297122,"(41.750472394, -87.634297122)"
12787119,JF347749,08/05/2022 12:13:00 AM,056XX W ADDISON ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1633,16.0,36.0,15.0,06,1138063.0,1923370.0,2022,01/03/2023 03:40:27 PM,41.94586401,-87.767934761,"(41.94586401, -87.767934761)"
12646754,JF179102,03/19/2022 09:08:00 AM,034XX W 23RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1024,10.0,22.0,30.0,08B,1153606.0,1888495.0,2022,01/03/2023 03:40:27 PM,41.84986813,-87.711732381,"(41.84986813, -87.711732381)"
12871824,JF449548,10/25/2022 08:40:00 PM,013XX E 73RD ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,324,3.0,8.0,43.0,05,1186572.0,1856870.0,2022,01/03/2023 03:40:27 PM,41.762368356,-87.59174509,"(41.762368356, -87.59174509)"
12622349,JF149762,02/19/2022 04:29:00 PM,004XX N MC CLURG CT,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,False,False,1834,18.0,42.0,8.0,15,1179120.0,1903342.0,2022,01/03/2023 03:40:27 PM,41.890064174,-87.617638563,"(41.890064174, -87.617638563)"
12628001,JF156423,02/25/2022 11:00:00 AM,041XX S ASHLAND AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,924,9.0,12.0,61.0,07,1166366.0,1877352.0,2022,01/03/2023 03:40:27 PM,41.819027613,-87.665219378,"(41.819027613, -87.665219378)"
12612027,JF137120,02/05/2022 09:00:00 PM,087XX S SOUTH CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4.0,7.0,48.0,14,1193904.0,1847624.0,2022,01/03/2023 03:40:27 PM,41.736819983,-87.565175308,"(41.736819983, -87.565175308)"
12754786,JF309967,07/07/2022 03:23:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,111,1.0,42.0,32.0,06,1176338.0,1901346.0,2022,01/03/2023 03:40:27 PM,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
12674421,JF212305,04/19/2022 07:10:00 AM,051XX S SAWYER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,822,8.0,14.0,63.0,07,1155583.0,1870293.0,2022,01/03/2023 03:40:27 PM,41.799880035,-87.704965049,"(41.799880035, -87.704965049)"
12697965,JF241080,05/12/2022 03:30:00 PM,064XX N NORTHWEST HWY,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,False,False,1612,16.0,41.0,9.0,11,1127303.0,1941985.0,2022,01/03/2023 03:40:27 PM,41.997133499,-87.807065274,"(41.997133499, -87.807065274)"
12731795,JF281767,06/16/2022 10:30:00 AM,0000X W 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,623,6.0,17.0,44.0,14,1177177.0,1852624.0,2022,01/03/2023 03:40:27 PM,41.750933942,-87.6263067,"(41.750933942, -87.6263067)"
12870596,JF448128,10/25/2022 01:14:00 AM,077XX S RHODES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,624,6.0,6.0,69.0,14,1181244.0,1853849.0,2022,01/03/2023 03:40:27 PM,41.754202799,-87.611365676,"(41.754202799, -87.611365676)"
12671902,JF209364,04/16/2022 12:25:00 AM,093XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,RESIDENCE,False,False,633,6.0,9.0,49.0,08B,1180555.0,1843145.0,2022,01/03/2023 03:40:27 PM,41.724845614,-87.614218397,"(41.724845614, -87.614218397)"
