ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12952889,JG116827,01/12/2023 08:00:00 AM,012XX E 46TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,222,2.0,4.0,39.0,06,1185219.0,1874490.0,2023,08/19/2023 03:40:26 PM,41.810751004,-87.59615026,"(41.810751004, -87.59615026)"
12939840,JG101077,01/01/2023 07:50:00 PM,001XX N PARKSIDE AVE,031B,ROBBERY,ARMED - OTHER FIREARM,STREET,False,True,1512,15.0,29.0,25.0,03,1138575.0,1900516.0,2023,08/19/2023 03:40:26 PM,41.88314073,-87.76660788,"(41.88314073, -87.76660788)"
13146241,JG347678,07/19/2023 02:50:00 PM,055XX S LAKE PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,235,2.0,5.0,41.0,07,1187578.0,1868575.0,2023,08/19/2023 03:40:26 PM,41.794463975,-87.587686024,"(41.794463975, -87.587686024)"
12978736,JG147521,02/10/2023 11:52:00 AM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,112,1.0,42.0,32.0,06,1176362.0,1900577.0,2023,08/19/2023 03:40:26 PM,41.882539542,-87.627850543,"(41.882539542, -87.627850543)"
13094705,JG286415,06/03/2023 01:00:00 AM,032XX W WALNUT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1123,11.0,28.0,27.0,07,1154901.0,1901450.0,2023,08/19/2023 03:40:26 PM,41.885392221,-87.706632397,"(41.885392221, -87.706632397)"
13340789,JH118036,12/13/2023 12:01:00 AM,026XX S WESTERN AVE,0810,THEFT,OVER $500,WAREHOUSE,False,False,1034,10.0,12.0,31.0,06,1160795.0,1886446.0,2023,01/19/2024 03:40:50 PM,41.844099629,-87.685404348,"(41.844099629, -87.685404348)"
13089376,JG279866,05/16/2023 04:00:00 PM,061XX S RACINE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,712,7.0,16.0,68.0,11,1169373.0,1864049.0,2023,08/19/2023 03:40:26 PM,41.782458017,-87.654573943,"(41.782458017, -87.654573943)"
13153560,JG356365,07/26/2023 04:04:00 AM,007XX W 81ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,622,6.0,6.0,71.0,07,1172936.0,1851165.0,2023,08/19/2023 03:40:26 PM,41.747024842,-87.641890709,"(41.747024842, -87.641890709)"
13194668,JG405275,08/31/2023 02:00:00 AM,017XX N MEADE AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,2513,25.0,29.0,25.0,03,1135479.0,1910888.0,2023,09/08/2023 03:42:53 PM,41.91165837,-87.777730105,"(41.91165837, -87.777730105)"
13001565,JG175108,03/05/2023 05:30:00 PM,016XX W MONTVALE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,2234,22.0,34.0,75.0,08A,1167181.0,1829510.0,2023,08/19/2023 03:40:26 PM,41.687725118,-87.66359584,"(41.687725118, -87.66359584)"
13173496,JG379968,08/10/2023 04:30:00 PM,072XX S CRANDON AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False,333,3.0,5.0,43.0,03,1192797.0,1857503.0,2023,08/19/2023 03:40:26 PM,41.763955825,-87.568909373,"(41.763955825, -87.568909373)"
13278418,JG505685,11/15/2023 05:55:00 PM,021XX W MONTROSE AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1911,19.0,47.0,5.0,05,1161444.0,1929204.0,2023,11/23/2023 03:40:35 PM,41.961417436,-87.681830938,"(41.961417436, -87.681830938)"
13314374,JG548936,12/20/2023 11:10:00 PM,027XX N ARTESIAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1411,14.0,35.0,22.0,08B,1159550.0,1918205.0,2023,12/21/2024 03:40:46 PM,41.931274823,-87.689098265,"(41.931274823, -87.689098265)"
13054907,JG238621,04/21/2023 04:40:00 PM,064XX S INGLESIDE AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,314,3.0,20.0,42.0,03,1183832.0,1862505.0,2023,08/19/2023 03:40:26 PM,41.77789571,-87.601611744,"(41.77789571, -87.601611744)"
13142109,JG342783,07/15/2023 11:55:00 PM,016XX N HONORE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,1434,14.0,32.0,24.0,04A,1163763.0,1910929.0,2023,08/19/2023 03:40:26 PM,41.911221102,-87.67382192,"(41.911221102, -87.67382192)"
13141287,JG341891,07/14/2023 07:00:00 PM,054XX S SHORE DR,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,234,2.0,5.0,41.0,07,1189423.0,1869276.0,2023,08/19/2023 03:40:26 PM,41.796343455,-87.580898074,"(41.796343455, -87.580898074)"
13217578,JG432568,09/20/2023 09:39:00 PM,075XX S DORCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,411,4.0,8.0,43.0,08B,1186850.0,1855243.0,2023,09/28/2023 03:42:39 PM,41.757897136,-87.590777669,"(41.757897136, -87.590777669)"
13079040,JG268018,05/09/2023 12:00:00 AM,010XX W ARDMORE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2022,20.0,48.0,77.0,07,1168330.0,1938704.0,2023,08/19/2023 03:40:26 PM,41.98733925,-87.656238284,"(41.98733925, -87.656238284)"
13159227,JG359584,07/27/2023 12:00:00 AM,018XX S RIDGEWAY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1014,10.0,24.0,29.0,11,1151661.0,1890718.0,2023,08/19/2023 03:40:26 PM,41.856006723,-87.718812484,"(41.856006723, -87.718812484)"
13073180,JG260985,05/15/2023 03:00:00 AM,037XX N CLARK ST,0460,BATTERY,SIMPLE,STREET,False,False,1923,19.0,44.0,6.0,08B,1167839.0,1924947.0,2023,08/19/2023 03:40:26 PM,41.949600232,-87.658442769,"(41.949600232, -87.658442769)"
13082283,JG271875,04/07/2023 08:00:00 PM,073XX S WASHTENAW AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,835,8.0,18.0,66.0,06,1159643.0,1855958.0,2023,08/19/2023 03:40:26 PM,41.760460371,-87.690468805,"(41.760460371, -87.690468805)"
13027956,JG206705,03/31/2023 05:00:00 PM,040XX S LAKE PARK AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),False,True,214,2.0,4.0,36.0,08A,1183756.0,1878206.0,2023,08/19/2023 03:40:26 PM,41.820982288,-87.601400234,"(41.820982288, -87.601400234)"
13329903,JH105737,12/29/2023 01:10:00 PM,015XX N KINGSBURY ST,0890,THEFT,FROM BUILDING,CONVENIENCE STORE,False,False,1822,18.0,27.0,8.0,06,1169505.0,1910252.0,2023,12/21/2024 03:40:46 PM,41.909240284,-87.65274758,"(41.909240284, -87.65274758)"
13014740,JG190970,03/18/2023 08:30:00 PM,021XX W 69TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,735,7.0,17.0,67.0,07,1163437.0,1858553.0,2023,08/19/2023 03:40:26 PM,41.76750277,-87.676490976,"(41.76750277, -87.676490976)"
13227098,JG443853,09/28/2023 11:00:00 AM,027XX W 111TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,2212,22.0,19.0,75.0,05,1160179.0,1830908.0,2023,10/06/2023 03:43:01 PM,41.691708011,-87.689191338,"(41.691708011, -87.689191338)"
13277554,JG503348,11/14/2023 05:05:00 AM,102XX W ZEMKE RD,0460,BATTERY,SIMPLE,VEHICLE - COMMERCIAL: TROLLEY BUS,False,False,1654,16.0,41.0,76.0,08B,1106955.0,1941060.0,2023,11/22/2023 03:41:04 PM,41.994913946,-87.881937669,"(41.994913946, -87.881937669)"
13074470,JG262432,05/15/2023 10:30:00 PM,004XX W DIVERSEY PKWY,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,1935,19.0,43.0,7.0,14,1172713.0,1918894.0,2023,08/19/2023 03:40:26 PM,41.932883871,-87.640706511,"(41.932883871, -87.640706511)"
13196979,JG408019,09/01/2023 06:00:00 PM,029XX S BONFIELD ST,0820,THEFT,$500 AND UNDER,STREET,False,False,913,9.0,11.0,60.0,06,1168986.0,1885504.0,2023,09/09/2023 03:42:35 PM,41.84134119,-87.655372242,"(41.84134119, -87.655372242)"
13079070,JG268010,03/12/2023 12:01:00 AM,068XX N OVERHILL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1612,16.0,41.0,9.0,26,1123902.0,1944422.0,2023,08/19/2023 03:40:26 PM,42.00387754,-87.819522695,"(42.00387754, -87.819522695)"
13171508,JG377642,08/09/2023 04:02:00 PM,068XX W BELMONT AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,GROCERY FOOD STORE,False,False,1632,16.0,38.0,17.0,11,1130062.0,1920501.0,2023,08/19/2023 03:40:26 PM,41.938132201,-87.797410153,"(41.938132201, -87.797410153)"
13171184,JG376940,08/10/2023 08:45:00 AM,029XX W 47TH ST,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,922,9.0,14.0,58.0,26,1157402.0,1873344.0,2023,08/25/2023 03:40:22 PM,41.808215703,-87.698211533,"(41.808215703, -87.698211533)"
13298034,JG528249,12/04/2023 12:28:00 PM,007XX W BUCKINGHAM PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,False,True,1925,19.0,44.0,6.0,26,1170778.0,1922467.0,2023,12/12/2023 04:04:11 PM,41.942731006,-87.647712388,"(41.942731006, -87.647712388)"
13142369,JG343195,07/16/2023 03:00:00 AM,006XX S KEDZIE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,False,False,1134,11.0,24.0,27.0,14,1155132.0,1897066.0,2023,08/19/2023 03:40:26 PM,41.873357448,-87.705901812,"(41.873357448, -87.705901812)"
13175324,JG382178,08/11/2023 05:30:00 AM,027XX W AUGUSTA BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1211,12.0,26.0,24.0,08A,1157785.0,1906534.0,2023,08/19/2023 03:40:26 PM,41.899284889,-87.69590309,"(41.899284889, -87.69590309)"
13244256,JG464606,10/15/2023 01:30:00 PM,030XX S HALSTED ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,913,9.0,11.0,60.0,08B,1171462.0,1884752.0,2023,10/23/2023 03:43:37 PM,41.839223645,-87.64630829,"(41.839223645, -87.64630829)"
13281966,JG508848,11/18/2023 04:00:00 AM,002XX W ONTARIO ST,051A,ASSAULT,AGGRAVATED - HANDGUN,BAR OR TAVERN,False,False,1831,18.0,42.0,8.0,04A,1174469.0,1904439.0,2023,11/26/2023 03:40:28 PM,41.893179585,-87.634686145,"(41.893179585, -87.634686145)"
13273618,JG499985,11/11/2023 08:30:00 AM,058XX W ADAMS BLVD,0810,THEFT,OVER $500,STREET,False,False,1513,15.0,29.0,25.0,06,1137644.0,1898519.0,2023,11/19/2023 03:41:26 PM,41.877677517,-87.770074746,"(41.877677517, -87.770074746)"
13096107,JG287890,06/03/2023 05:21:00 PM,046XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1722,17.0,45.0,15.0,06,1144295.0,1926174.0,2023,08/19/2023 03:40:26 PM,41.953443342,-87.744957048,"(41.953443342, -87.744957048)"
13495826,JH306337,06/07/2023 10:00:00 PM,051XX N ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1713,17.0,33.0,13.0,08B,,,2023,06/15/2024 03:41:12 PM,,,
13131972,JG330795,07/07/2023 12:00:00 AM,012XX S CENTRAL PARK AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,RESIDENCE,False,False,1011,10.0,24.0,29.0,07,1152573.0,1893979.0,2023,08/19/2023 03:40:26 PM,41.864937323,-87.715378813,"(41.864937323, -87.715378813)"
13018458,JG195133,03/22/2023 03:40:00 PM,016XX S KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1012,10.0,24.0,29.0,14,1149321.0,1891529.0,2023,08/19/2023 03:40:26 PM,41.858277842,-87.727380521,"(41.858277842, -87.727380521)"
13240196,JG459610,10/10/2023 10:15:00 PM,005XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,False,False,1925,19.0,44.0,6.0,06,1172263.0,1921512.0,2023,10/18/2023 03:42:30 PM,41.940077729,-87.642282653,"(41.940077729, -87.642282653)"
13260929,JG484860,10/26/2023 05:00:00 PM,024XX N NEVA AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,2512,25.0,29.0,18.0,04A,1128188.0,1915546.0,2023,11/03/2023 03:41:45 PM,41.924567008,-87.804409986,"(41.924567008, -87.804409986)"
13278499,JG505693,11/15/2023 06:50:00 PM,021XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1223,12.0,27.0,28.0,08B,1162152.0,1900334.0,2023,11/23/2023 03:40:35 PM,41.882181424,-87.680036566,"(41.882181424, -87.680036566)"
13043761,JG225287,04/16/2023 03:59:00 AM,071XX W HIGGINS AVE,0462,BATTERY,"AGG. PROTECTED EMPLOYEE - HANDS, FISTS, FEET, SERIOUS INJURY",BAR OR TAVERN,True,False,1613,16.0,41.0,10.0,04B,1127782.0,1936028.0,2023,08/19/2023 03:40:26 PM,41.980778822,-87.80543826,"(41.980778822, -87.80543826)"
13026959,JG205449,03/31/2023 12:46:00 AM,035XX N SOUTHPORT AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE - PORCH / HALLWAY,True,False,1922,19.0,44.0,6.0,26,1166342.0,1923593.0,2023,08/19/2023 03:40:26 PM,41.945917009,-87.663984387,"(41.945917009, -87.663984387)"
13282613,JG510751,11/19/2023 02:00:00 PM,094XX S ASHLAND AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,COMMERCIAL / BUSINESS OFFICE,False,False,2221,22.0,21.0,73.0,17,1167325.0,1842212.0,2023,11/27/2023 03:41:35 PM,41.722578383,-87.662706548,"(41.722578383, -87.662706548)"
13313471,JG547832,12/20/2023 02:30:00 AM,029XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1135,11.0,27.0,27.0,08B,,,2023,12/20/2024 03:40:51 PM,,,
13144712,JG345977,07/17/2023 10:00:00 PM,012XX S WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1023,10.0,28.0,29.0,14,1158565.0,1894176.0,2023,08/19/2023 03:40:26 PM,41.865357447,-87.693376639,"(41.865357447, -87.693376639)"
13105904,JG300030,06/13/2023 07:02:00 PM,020XX N CICERO AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,2522,25.0,26.0,19.0,26,1144064.0,1913057.0,2023,08/19/2023 03:40:26 PM,41.917453399,-87.746136504,"(41.917453399, -87.746136504)"
13275874,JG502212,11/13/2023 08:25:00 AM,092XX S DAUPHIN AVE,0560,ASSAULT,SIMPLE,STREET,False,False,633,6.0,8.0,44.0,08A,1183601.0,1843991.0,2023,11/21/2023 05:50:34 PM,41.727096769,-87.603034703,"(41.727096769, -87.603034703)"
13241100,JG460842,10/12/2023 08:05:00 AM,034XX W 65TH PL,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,831,8.0,14.0,66.0,08A,1154691.0,1860976.0,2023,10/20/2023 03:45:23 PM,41.774330666,-87.708484611,"(41.774330666, -87.708484611)"
13169674,JG375655,08/07/2023 09:00:00 PM,062XX S DORCHESTER AVE,0810,THEFT,OVER $500,STREET,False,False,314,3.0,20.0,42.0,06,1186607.0,1864083.0,2023,08/19/2023 03:40:26 PM,41.782160628,-87.591388746,"(41.782160628, -87.591388746)"
13098406,JG289906,06/02/2023 12:30:00 PM,0000X N MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),False,False,112,1.0,34.0,32.0,11,1177306.0,1900590.0,2023,08/19/2023 03:40:26 PM,41.882553868,-87.624383802,"(41.882553868, -87.624383802)"
13089147,JG279578,05/29/2023 12:35:00 PM,064XX S DR MARTIN LUTHER KING JR DR,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,312,3.0,20.0,69.0,04A,1180026.0,1862445.0,2023,08/19/2023 03:40:26 PM,41.777819085,-87.61556634,"(41.777819085, -87.61556634)"
13093068,JG284327,06/01/2023 08:30:00 PM,004XX E 66TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False,312,3.0,20.0,42.0,03,1180242.0,1861346.0,2023,08/19/2023 03:40:26 PM,41.77479837,-87.614808149,"(41.77479837, -87.614808149)"
12955462,JG119643,01/17/2023 03:09:00 PM,012XX N LOCKWOOD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,2532,25.0,37.0,25.0,15,1140802.0,1907592.0,2023,08/19/2023 03:40:26 PM,41.902517484,-87.758255943,"(41.902517484, -87.758255943)"
13273858,JG500155,11/11/2023 12:00:00 PM,088XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,True,632,6.0,8.0,44.0,14,1183104.0,1846685.0,2023,11/19/2023 03:41:26 PM,41.734500971,-87.604771731,"(41.734500971, -87.604771731)"
13011671,JG187295,03/16/2023 02:42:00 AM,016XX E 70TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,332,3.0,5.0,43.0,14,1188377.0,1858897.0,2023,08/19/2023 03:40:26 PM,41.767887727,-87.585064981,"(41.767887727, -87.585064981)"
12966493,JG133058,01/28/2023 06:38:00 PM,011XX S STATE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA PLATFORM,True,False,123,1.0,4.0,32.0,11,1176517.0,1895340.0,2023,08/19/2023 03:40:26 PM,41.868165405,-87.62743954,"(41.868165405, -87.62743954)"
13298077,JG525834,12/02/2023 03:00:00 AM,045XX N ELSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,1722,17.0,39.0,16.0,14,1147240.0,1930011.0,2023,12/10/2023 03:41:08 PM,41.963916376,-87.734032212,"(41.963916376, -87.734032212)"
13236106,JG454828,10/07/2023 04:00:00 PM,092XX S PRAIRIE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,633,6.0,6.0,49.0,06,1179548.0,1843699.0,2023,10/15/2023 03:42:41 PM,41.726388884,-87.617890149,"(41.726388884, -87.617890149)"
12942590,JG104793,01/04/2023 10:28:00 PM,057XX S BISHOP ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,713,7.0,16.0,67.0,04B,1167646.0,1866636.0,2023,08/19/2023 03:40:26 PM,41.789594294,-87.660831436,"(41.789594294, -87.660831436)"
13104718,JG298135,06/12/2023 02:07:00 PM,007XX W WILSON DR,0560,ASSAULT,SIMPLE,PARK PROPERTY,True,False,1914,19.0,46.0,3.0,08A,1170694.0,1930800.0,2023,08/19/2023 03:40:26 PM,41.965598881,-87.647776119,"(41.965598881, -87.647776119)"
12991719,JG163346,02/23/2023 01:30:00 PM,045XX S LAWLER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,814,8.0,22.0,56.0,07,1143455.0,1874082.0,2023,08/19/2023 03:40:26 PM,41.810512334,-87.749348082,"(41.810512334, -87.749348082)"
12984694,JG154773,02/16/2023 02:00:00 AM,030XX W MARQUETTE RD,0820,THEFT,$500 AND UNDER,STREET,False,True,831,8.0,17.0,66.0,06,1157453.0,1860051.0,2023,08/19/2023 03:40:26 PM,41.771736814,-87.698384554,"(41.771736814, -87.698384554)"
13018372,JG194446,03/21/2023 03:00:00 PM,005XX N MICHIGAN AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,1834,18.0,42.0,8.0,06,1177337.0,1904027.0,2023,08/19/2023 03:40:26 PM,41.891984471,-87.62416567,"(41.891984471, -87.62416567)"
13229521,JG446832,10/01/2023 09:05:00 PM,044XX N ST LOUIS AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,1723,17.0,33.0,14.0,04B,1152255.0,1929329.0,2023,10/09/2023 03:41:55 PM,41.96194719,-87.715611558,"(41.96194719, -87.715611558)"
13105979,JG298895,06/07/2023 06:00:00 PM,022XX N Orchard St,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1812,18.0,43.0,7.0,06,1171235.0,1915203.0,2023,08/19/2023 03:40:26 PM,41.922788237,-87.646246673,"(41.922788237, -87.646246673)"
13018666,JG195594,03/23/2023 12:10:00 AM,004XX W 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,621,6.0,17.0,69.0,08B,1174830.0,1853877.0,2023,08/19/2023 03:40:26 PM,41.75442493,-87.634869941,"(41.75442493, -87.634869941)"
12948542,JG110925,01/10/2023 11:15:00 AM,022XX W HIRSCH ST,0460,BATTERY,SIMPLE,SCHOOL - PRIVATE GROUNDS,False,False,1424,14.0,1.0,24.0,08B,1161297.0,1909275.0,2023,08/19/2023 03:40:26 PM,41.906734077,-87.682927245,"(41.906734077, -87.682927245)"
13120428,JG317093,06/26/2023 03:30:00 PM,008XX E HYDE PARK BLVD,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,APARTMENT,False,False,223,2.0,20.0,39.0,05,1182659.0,1871377.0,2023,08/19/2023 03:40:26 PM,41.80226856,-87.605636648,"(41.80226856, -87.605636648)"
13096886,JG289006,06/05/2023 12:40:00 PM,016XX N THROOP ST,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,False,False,1433,14.0,32.0,24.0,17,1167208.0,1911772.0,2023,08/19/2023 03:40:26 PM,41.91346096,-87.661141924,"(41.91346096, -87.661141924)"
13280136,JG507667,11/17/2023 07:45:00 AM,039XX N PITTSBURGH AVE,0810,THEFT,OVER $500,STREET,False,False,1631,16.0,38.0,17.0,06,1120356.0,1925094.0,2023,11/25/2023 03:41:40 PM,41.950896954,-87.832984073,"(41.950896954, -87.832984073)"
12940555,JG102554,01/02/2023 07:00:00 PM,013XX W FLOURNOY ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1231,12.0,28.0,28.0,07,1167420.0,1897092.0,2023,08/19/2023 03:40:26 PM,41.873173452,-87.66078582,"(41.873173452, -87.66078582)"
13233737,JG451874,10/05/2023 11:38:00 AM,014XX W FOSTER AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,2013,20.0,48.0,77.0,26,1165777.0,1934637.0,2023,10/13/2023 03:41:35 PM,41.97623428,-87.665744862,"(41.97623428, -87.665744862)"
13098287,JG290576,05/14/2023 02:00:00 PM,004XX E 71ST ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,323,3.0,6.0,69.0,07,1180572.0,1858047.0,2023,08/19/2023 03:40:26 PM,41.765738006,-87.613699619,"(41.765738006, -87.613699619)"
13011466,JG186066,03/14/2023 08:43:00 PM,016XX E 55TH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,STREET,False,False,234,2.0,5.0,41.0,03,1188383.0,1868856.0,2023,10/23/2024 03:40:41 PM,41.795215861,-87.584725186,"(41.795215861, -87.584725186)"
13016812,JG193208,03/21/2023 02:22:00 AM,008XX W VAN BUREN ST,0610,BURGLARY,FORCIBLE ENTRY,CONVENIENCE STORE,False,False,1232,12.0,2.0,28.0,05,1170732.0,1898386.0,2023,08/19/2023 03:40:26 PM,41.876652426,-87.648588039,"(41.876652426, -87.648588039)"
13184516,JG393100,08/22/2023 11:30:00 AM,050XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,224,2.0,3.0,38.0,07,1178893.0,1871697.0,2023,08/30/2023 03:41:32 PM,41.803233331,-87.619438263,"(41.803233331, -87.619438263)"
13092122,JG283110,06/01/2023 01:50:00 AM,023XX E 77TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,True,False,414,4.0,7.0,43.0,15,1193370.0,1854373.0,2023,08/19/2023 03:40:26 PM,41.75535287,-87.566911445,"(41.75535287, -87.566911445)"
13105372,JG299112,06/12/2023 07:30:00 PM,048XX S ADA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,933,9.0,20.0,61.0,14,1168144.0,1872747.0,2023,08/19/2023 03:40:26 PM,41.806352875,-87.658829601,"(41.806352875, -87.658829601)"
12951496,JG114307,01/08/2023 05:10:00 PM,075XX S SOUTH SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,421,4.0,7.0,43.0,14,1196126.0,1856148.0,2023,08/19/2023 03:40:26 PM,41.76015578,-87.556752911,"(41.76015578, -87.556752911)"
13250241,JG471811,10/20/2023 06:05:00 PM,016XX W MAYPOLE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,1224,12.0,27.0,28.0,04A,1165390.0,1901109.0,2023,10/28/2023 03:41:42 PM,41.884239831,-87.668124598,"(41.884239831, -87.668124598)"
13241879,JG461846,10/13/2023 02:30:00 AM,067XX W SCHREIBER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,False,1611,16.0,41.0,10.0,07,1130299.0,1942363.0,2023,08/22/2024 03:40:44 PM,41.998119708,-87.79603523,"(41.998119708, -87.79603523)"
13178379,JG385819,08/16/2023 11:27:00 PM,058XX W FOSTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1622,16.0,45.0,11.0,08B,1136352.0,1934222.0,2023,08/24/2023 03:42:05 PM,41.97567374,-87.773963516,"(41.97567374, -87.773963516)"
13088450,JG278562,05/26/2023 09:00:00 PM,009XX N TRUMBULL AVE,0810,THEFT,OVER $500,STREET,False,False,1121,11.0,27.0,23.0,06,1153206.0,1906003.0,2023,08/19/2023 03:40:26 PM,41.897919903,-87.712735855,"(41.897919903, -87.712735855)"
12949082,JG112420,01/08/2023 09:00:00 AM,029XX W LEXINGTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,1135,11.0,28.0,27.0,07,1156841.0,1896560.0,2023,08/19/2023 03:40:26 PM,41.871934481,-87.69964092,"(41.871934481, -87.69964092)"
13274937,JG501555,11/12/2023 03:00:00 PM,021XX S WENTWORTH AVE,0870,THEFT,POCKET-PICKING,LIBRARY,False,False,914,9.0,11.0,34.0,06,1175371.0,1890116.0,2023,11/20/2023 03:41:07 PM,41.853856172,-87.631803395,"(41.853856172, -87.631803395)"
12943186,JG105507,01/05/2023 10:00:00 AM,058XX N SHERIDAN RD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,True,2022,20.0,48.0,77.0,26,1168577.0,1938929.0,2023,08/19/2023 03:40:26 PM,41.987951293,-87.655323262,"(41.987951293, -87.655323262)"
