dataset,eval_year,rows,positive_rate,accuracy,precision,recall,f1,auroc,auprc,county_correlation,hourly_correlation,distinct_counties,date_min,date_max
nibrs_county_hour_co_2023_2024.csv,2024,561744,0.20407338574154776,0.7702975020649976,0.4493145476436915,0.5566527386445912,0.4972570716122497,0.8202676738608734,0.624277499374142,0.5237108253451221,0.9727930275569155,70,2024-01-01 00:00:00,2024-12-31 23:00:00
nibrs_county_hour_tx_2023_2024.csv,2024,2368296,0.18042508199988516,0.794901481909356,0.25580054160676674,0.07162415164989469,0.11191273695296045,0.8228614765410354,0.4326905329620161,0.08010176912200109,0.9208921157885963,296,2024-01-01 00:00:00,2024-12-31 23:00:00
